,distance_haversine,trip_direction,Fare,Additional Charges,work_day,month,hour,hour_temp,hour_wind,rain,metro_x,metro_y,pick_dist_dt,drop_dist_dt,pct_bach_x,median_income_x,sex_ratio_x,pct_non_white_x,pct_age_18_29_x,pct_no_car_x,pct_bach_y,median_income_y,sex_ratio_y,pct_non_white_y,median_age_y,pct_no_car_y,residential_den_x,empoloyment_den_x,network_den_x,dist_to_tran_x,walkability_x,residential_den_y,empoloyment_den_y,network_den_y,dist_to_tran_y,walkability_y
1414554,6.199069522078062,60.693298176905614,10.0,2.55,1,3,10,25.0,15.0,0,0,1,4.245843020095816,5.4431661950576125,29.2,109191,85.5,18.200000000000006,33.300395256917,38.0,33.0,42313,167.0,47.5,23.0,40.6,-1.6520083097053104,-1.8808005411518152,1.1283294890572606,361.33571428571435,7.905555555555553,0.388526013809546,3.3281802948526504,3.4667753378539405,156.91,15.916666666666664
209860,4.029220679558482,-149.64888612363475,7.5,2.55,1,8,10,60.0,17.0,0,0,0,6.339141446564637,6.405727000891056,15.2,75658,108.3,36.4,34.265551489806576,29.3,33.6,143221,110.7,10.0,28.2,22.8,3.0520286540925916,0.8499319599323714,3.375540112375451,219.275,13.416666666666668,-2.8602724110662394,-2.7702335473866624,0.9036365127513624,266.06565217391307,7.884353741496594
1168292,2.0580027718408016,161.76351749178258,5.0,0.0,1,4,21,45.0,9.0,3,0,1,5.581928459274581,7.230017567393154,30.4,120192,125.6,23.0,27.902621722846447,15.6,28.7,119432,107.6,23.700000000000006,26.5,24.2,-1.8373700081933388,-1.708591067943172,1.2350748187756837,511.1446666666667,8.450520833333334,-2.447617401843128,-2.5141671439889146,0.6767032044135187,328.98769230769227,7.976851851851853
1520122,6.3201402564429605,69.68334958285924,10.0,0.0,1,5,12,46.0,15.0,0,0,0,6.991912521635142,0.7858170078782651,39.1,102188,79.1,31.3,34.782114006144035,42.2,7.1,62813,117.0,36.4,36.8,15.9,3.8752539780361888,2.945139168709794,3.483768681353953,211.2275,16.25,0.6144440699213579,2.1961968727568,2.72989843296188,305.7775,13.875
204219,11.551263695668053,109.58389164930568,12.5,2.55,1,9,15,73.0,15.0,0,0,0,10.068100394336458,1.7513223580128938,48.3,121318,126.5,28.5,30.89734029331345,43.1,49.3,70333,79.0,51.3,50.5,39.4,4.345970692031494,5.341512303206195,4.19466086701408,161.82666666666668,17.055555555555557,-0.3600594744358388,0.1348621541109194,1.9485694234247275,361.6221428571429,13.183333333333335
1420553,2.32915845730654,90.96960453529442,5.0,2.55,1,7,18,73.0,6.0,2,0,0,5.288026444377758,6.780874966293867,41.0,106840,90.4,15.400000000000004,25.083612040133783,14.5,26.2,93980,101.1,13.099999999999996,33.6,10.5,1.5384317026011185,1.3579433268888246,2.9903367570246235,232.90666666666667,14.333333333333336,2.5489493899505016,1.7106824279450452,3.1808290675775126,137.59799999999998,14.866666666666665
128989,8.096665896067668,75.60168150048919,15.0,2.96,1,5,21,60.0,3.0,0,0,1,14.820196972917213,6.939431890099434,15.5,65667,95.7,98.3,15.583482944344704,18.3,7.9,39097,80.2,99.1,44.3,29.2,2.2619905168747407,0.6243817274739445,3.624839329159047,298.62333333333333,14.777777777777779,1.1851240290093168,1.4397662473828974,3.2964644413482134,362.8671428571429,14.500000000000002
107586,0.8387178324726878,104.34199121777924,5.0,2.55,1,11,9,36.0,9.0,0,0,0,1.7513223580128938,2.533517692875012,48.3,84223,66.3,19.0,13.909279126670432,53.7,48.3,121318,126.5,28.5,33.2,43.1,-1.001143891715962,-0.6904288121566408,1.3134938149313446,278.2307692307693,10.229885057471266,4.345970692031494,5.341512303206195,4.19466086701408,161.82666666666668,17.055555555555557
1077341,2.0893306845509607,-30.516370899324606,5.0,0.72,1,5,7,38.0,13.0,0,1,1,3.0031628599519093,0.9141164186559159,34.9,94667,132.9,39.9,46.15070729053319,50.0,30.9,104423,88.0,35.2,31.4,20.2,2.7945446981159607,7.107328961307633,3.875154146401044,123.385,18.166666666666668,1.236782554130366,1.4457092486063157,2.628420853785141,171.66,12.166666666666668
511435,3.6450197539192484,-9.988503323974337,7.5,2.55,1,11,7,22.0,10.0,0,1,0,4.947341745416188,1.9220248278407963,42.4,100708,94.9,26.3,36.33516053249804,54.6,37.5,113618,100.2,17.799999999999994,31.9,19.4,-0.4012002839059567,0.2024724642319611,1.686003984697088,358.3671428571429,11.45833333333333,2.5716764403145813,1.4529292432374157,3.4552290577349942,159.14666666666668,15.472222222222221
970054,4.8635585326307025,-51.308697052988464,2.5,2.55,1,7,20,74.0,3.0,0,0,0,1.5697556677504334,3.904522128419672,37.3,42018,85.0,91.4,44.557974233673924,22.6,46.2,102902,101.8,53.2,30.1,53.7,-0.348570113366851,-0.1755864088876488,1.9027968050126745,252.46625,9.937500000000002,3.6614142887434418,5.769830923217111,3.7304424068966235,226.20333333333332,14.166666666666664
1402478,19.50487216473661,-67.24366265177892,37.5,2.55,1,6,9,62.0,15.0,0,0,0,9.940599254269623,9.667128003072397,68.3,110357,108.6,27.700000000000006,83.97755610972568,23.8,28.0,72679,94.5,13.0,31.7,33.1,-0.1988629755641298,4.882271301640165,3.7067640036325686,206.53,14.0,-3.825971793191198,-3.752819237745933,0.3314876269972455,416.01560000000006,8.184108527131782
23302,3.377212119850743,141.33286854360554,10.0,2.55,1,1,22,30.0,10.0,0,0,1,1.8756509501640304,4.989758795828622,40.1,148616,83.2,12.400000000000004,34.074074074074076,17.2,49.1,103664,84.5,30.200000000000006,36.2,32.0,-0.9181001215245492,-0.5500109763013766,1.612734975392896,256.6,12.3,2.024968790790904,3.060892839067375,3.0741497621954426,354.05571428571426,12.535714285714285
1395293,11.264396342587665,99.92847186356268,10.0,2.55,1,2,15,10.0,10.0,0,0,0,9.667128003072397,1.7513223580128938,48.3,121318,126.5,28.5,30.89734029331345,43.1,68.3,110357,108.6,27.700000000000006,19.9,23.8,4.345970692031494,5.341512303206195,4.19466086701408,161.82666666666668,17.055555555555557,-0.1988629755641298,4.882271301640165,3.7067640036325686,206.53,14.0
401552,9.466798968701488,114.92799106123306,15.0,2.55,1,4,23,37.0,20.0,0,0,0,9.793273594554897,0.7858170078782651,39.1,102188,79.1,31.3,34.782114006144035,42.2,73.5,84605,99.4,34.0,39.6,32.6,3.8752539780361888,2.945139168709794,3.483768681353953,211.2275,16.25,0.6778849178093107,0.7844382657716648,2.7032108692824917,457.85933333333344,14.477777777777776
416629,0.9681732077452072,151.09160329285984,5.0,2.55,1,2,19,13.0,16.0,0,0,0,2.1830934852099357,2.7555048844520296,29.6,77267,86.2,20.200000000000006,30.449657869012707,63.7,41.6,67313,71.8,22.8,51.9,49.9,-0.9000506618953538,-1.0110272992203722,1.4624036823015971,416.5142857142858,10.869047619047619,3.284298304851183,6.032300942917148,3.5117124231678583,217.26,14.0
423905,2.667357611358475,-13.136779202280565,7.5,2.55,1,11,16,8.0,9.0,0,0,0,7.912563588953347,5.288026444377758,26.2,93980,101.1,13.099999999999996,22.807017543859647,10.5,9.2,43438,93.0,57.4,31.8,25.9,2.5489493899505016,1.7106824279450452,3.1808290675775126,137.59799999999998,14.866666666666665,1.072060354418767,-0.3654079622258318,3.018253807450605,294.6642857142856,10.291666666666668
193084,3.345881178291936,110.13426652865444,5.0,2.55,0,12,10,36.0,16.0,0,0,0,4.947341745416188,7.7565237601117865,17.8,102250,95.8,21.8,21.592748462285535,8.8,37.5,113618,100.2,17.799999999999994,31.9,19.4,-1.9529899624822948,-1.392188356786668,0.873296635956536,168.98,11.133333333333333,2.5716764403145813,1.4529292432374157,3.4552290577349942,159.14666666666668,15.472222222222221
1169253,1.6049480307442583,3.5616912800915537,5.0,0.0,1,1,15,15.0,5.0,0,0,0,8.277529728018383,7.788290410040492,26.7,94500,126.4,11.099999999999996,46.235418875927884,43.6,40.0,131818,128.6,12.0,31.3,15.9,-1.6533612727594298,-1.3538966536190058,1.1175179940294728,244.30666666666664,8.972222222222221,-2.070511310653347,-2.7509643856351356,1.0089757193268774,417.39769230769235,11.045454545454543
1392798,15.612980226527467,-97.69459599646211,12.5,2.55,1,2,18,18.0,29.0,0,1,0,13.575240708400724,4.722834025466987,6.0,41281,111.6,50.6,21.962530142830644,22.4,29.9,49103,90.7,42.8,27.6,40.4,-0.5836636522173004,-0.8385352370599187,1.4395728534504844,284.89285714285717,13.81372549019608,-1.4047769587917127,-1.6490894444871769,1.3996853093349082,292.3628571428572,7.421052631578947
555487,8.726847666315207,-61.1915969132345,15.0,2.55,0,3,10,23.0,9.0,0,0,0,6.0995148886325214,2.94149831504367,42.7,97188,78.6,67.8,13.687436159346273,18.4,33.2,132222,103.4,12.299999999999995,31.6,19.9,0.9612157915873883,2.5641070357951747,3.5722246488837968,244.08,16.833333333333336,-0.0412091215487138,0.2017689047025644,2.09689638833789,317.175,10.433333333333334
459779,2.2294901395540454,-30.292807898305398,7.5,2.55,0,7,13,69.0,10.0,0,0,1,3.7846010835801667,2.1830934852099357,41.6,67313,71.8,22.8,22.75832621690863,49.9,16.3,36927,74.8,65.6,27.3,43.1,3.284298304851183,6.032300942917148,3.5117124231678583,217.26,14.0,-2.8878280948204407,-3.392542324697064,0.9134165077244228,397.13875,9.194444444444445
1378354,4.04977198943271,0.918205360572152,5.0,2.55,1,7,10,79.0,16.0,0,0,0,6.072280185271512,3.66016268743185,42.5,122479,96.5,15.900000000000004,28.322851153039828,26.1,25.2,106339,98.8,24.200000000000006,32.2,26.1,-2.8001305603537348,-2.8723266751165877,0.9214076045388376,376.91,8.420068027210883,1.054546842392068,0.026087057920432997,2.7940556705323183,218.935,10.236111111111112
803894,6.408254108783453,124.64816255441386,7.5,0.0,1,3,20,-1.0,15.0,0,0,1,1.0683666025646807,7.236987553889662,32.5,128750,128.8,11.700000000000005,40.85908852802515,26.3,43.7,116909,92.3,24.099999999999994,38.1,42.3,0.6497936548473009,-0.0076195664405377,2.3570223533311827,422.26142857142855,12.777777777777779,-1.5746798528603168,-0.1882143687453562,1.1431056366278582,377.6207142857143,10.62
345973,4.778787040232839,149.43021613418017,15.0,2.85,1,10,19,48.0,9.0,0,0,1,1.8756509501640304,6.216895933847103,32.1,104954,110.0,17.400000000000006,28.13593203398301,18.9,49.1,103664,84.5,30.200000000000006,36.2,32.0,0.9607843585431805,1.447836252830062,2.9336961113234246,222.63,9.75,2.024968790790904,3.060892839067375,3.0741497621954426,354.05571428571426,12.535714285714285
213940,1.2306148972773527,85.43264540529226,5.0,2.55,0,5,17,56.0,15.0,0,1,1,0.9141164186559159,1.9220248278407963,42.4,100708,94.9,26.3,36.33516053249804,54.6,34.9,94667,132.9,39.9,30.0,50.0,-0.4012002839059567,0.2024724642319611,1.686003984697088,358.3671428571429,11.45833333333333,2.7945446981159607,7.107328961307633,3.875154146401044,123.385,18.166666666666668
354559,1.7931244307968734,5.207215013347376,5.0,2.55,0,2,16,26.0,13.0,0,0,1,3.493850624827746,2.8070294229443284,27.0,60566,92.9,31.8,41.41685710444953,61.4,28.4,132794,133.8,23.3,33.6,13.0,-1.786021751609609,-1.6603691283474118,1.0303020098382698,277.91772727272723,10.568840579710145,1.1961485189875571,2.1219441092497044,3.2224922624741112,654.738,15.100000000000005
1408438,13.421763146863835,-67.5249544805562,17.5,0.0,1,4,22,44.0,10.0,1,0,1,3.3971370627896755,10.068100394336458,49.3,70333,79.0,51.3,25.339223729883248,39.4,44.7,83806,75.9,9.0,34.3,43.2,-0.3600594744358388,0.1348621541109194,1.9485694234247275,361.6221428571429,13.183333333333335,-1.4107817903072004,-2.2967055698745344,1.3053721669903238,337.96199999999993,7.43939393939394
1304697,3.7098907062457562,-146.36503462972598,10.0,0.0,1,12,18,29.0,7.0,0,0,0,9.039591963947931,8.5789370755605,23.1,95333,124.0,13.5,28.603859250851308,13.9,33.4,122708,95.9,10.799999999999995,29.5,16.9,1.5925392542016863,0.7172178899229926,3.0887139741183787,350.30199999999996,14.033333333333335,-2.1051588612891545,-1.8853981018446129,1.1079782743045858,346.6273076923077,9.175213675213676
1232019,7.389264237739072,109.75400444463786,10.0,0.0,1,9,13,60.0,8.0,0,0,0,5.301990327414563,12.2189586303513,17.0,71322,94.1,29.90000000000001,19.619793934116963,18.1,33.9,128125,100.5,16.799999999999994,30.3,18.4,-2.5476828768809594,-3.269954469595775,1.0214277080577103,524.9499999999998,6.14705882352941,-0.3092291089285228,0.9131784442214724,2.4668874256378266,411.725,11.833333333333336
1462472,4.8849006648266915,91.64709732528112,2.5,2.55,1,4,20,30.0,13.0,0,0,1,5.371730456613449,5.637687216408926,33.4,85000,101.4,7.5,28.630085852930197,15.7,13.6,44336,93.0,46.5,30.6,28.0,3.0211862944581607,3.430095228613085,3.6200097873214014,234.695,15.500000000000002,2.5300027802472598,1.4593465688457408,3.0317112096207337,223.96666666666667,15.0
1388114,1.6339032396655435,-88.23012451902403,7.5,0.0,1,1,9,15.0,11.0,0,0,0,6.405727000891056,5.662559002355961,26.2,86806,120.0,5.299999999999997,14.39688715953307,15.3,15.2,75658,108.3,36.4,29.4,29.3,1.8622575977947144,1.799282798633326,3.266985045961325,328.57,16.333333333333332,3.0520286540925916,0.8499319599323714,3.375540112375451,219.275,13.416666666666668
948015,4.801466821005572,-79.7629829464739,7.5,0.0,1,10,21,39.0,7.0,0,0,1,1.9220248278407963,2.94149831504367,42.7,97188,78.6,67.8,13.687436159346273,18.4,42.4,100708,94.9,26.3,31.8,54.6,0.9612157915873883,2.5641070357951747,3.5722246488837968,244.08,16.833333333333336,-0.4012002839059567,0.2024724642319611,1.686003984697088,358.3671428571429,11.45833333333333
245022,6.584279484621227,-93.94105973243038,10.0,2.55,0,1,20,-3.0,11.0,0,0,0,7.070335522433375,1.5697556677504334,46.2,102902,101.8,53.2,43.22033898305085,53.7,38.4,65426,76.0,8.799999999999997,33.4,45.0,3.6614142887434418,5.769830923217111,3.7304424068966235,226.20333333333332,14.166666666666664,-2.3209922823700917,-3.3885815162236677,-0.2470964900525235,261.4293333333333,11.342105263157894
337517,1.8315181767926405,-157.74292746239698,5.0,2.55,1,9,11,62.0,16.0,0,1,1,2.2474063365515717,2.9272673264789657,33.6,141378,102.8,26.700000000000006,21.24214596423393,27.5,35.4,128243,107.1,14.599999999999996,33.5,27.2,-1.7079021796287719,-0.3038152159902173,1.358737693702266,301.0800000000001,9.666666666666666,-0.7007188575579879,0.1802263447428147,1.4527003679120625,275.3755555555556,11.5679012345679
638639,4.748060760048767,160.39734226232815,10.0,2.55,1,5,22,35.0,0.0,0,0,1,0.9141164186559159,5.637687216408926,33.4,85000,101.4,7.5,28.630085852930197,15.7,34.9,94667,132.9,39.9,30.0,50.0,3.0211862944581607,3.430095228613085,3.6200097873214014,234.695,15.500000000000002,2.7945446981159607,7.107328961307633,3.875154146401044,123.385,18.166666666666668
1527563,4.880157250600305,75.64187310460808,10.0,0.0,0,2,8,32.0,0.0,0,1,0,3.8152101472726483,1.0683666025646807,43.7,116909,92.3,24.099999999999994,27.124598250990356,42.3,8.1,45329,106.2,89.1,42.5,28.0,-1.5746798528603168,-0.1882143687453562,1.1431056366278582,377.6207142857143,10.62,1.0457855651968333,1.4484899738480173,3.1269317574307114,469.0575,13.5
279956,4.915701219313728,-60.3568655361884,22.5,2.85,1,12,12,24.0,11.0,0,1,0,5.745428566996863,0.9141164186559159,34.9,94667,132.9,39.9,46.15070729053319,50.0,29.5,138934,113.4,16.700000000000006,21.2,18.3,2.7945446981159607,7.107328961307633,3.875154146401044,123.385,18.166666666666668,-2.54239122874371,-3.618095369317085,0.9003827350473236,240.39500000000004,6.296296296296295
242963,14.313782128094038,124.99049041029942,20.0,2.55,0,6,8,69.0,8.0,0,0,0,8.824924577474386,6.355654962581571,43.2,156389,99.6,13.299999999999995,22.452580502867228,9.0,37.9,51643,78.9,58.3,28.1,39.7,0.4964850022911815,-0.5640553384275203,2.35924967263954,227.454,9.884615384615383,1.1358886533156796,1.078330380220859,2.825449785329049,325.89105263157904,13.7
141766,11.409143704626482,128.58450038341604,17.5,2.55,1,5,17,59.0,14.0,0,1,0,9.667128003072397,3.9344199805669486,21.7,16953,85.5,66.1,18.46590909090909,58.0,68.3,110357,108.6,27.700000000000006,19.9,23.8,1.9211943197816443,4.069096149348088,3.7617270795741202,178.37,15.833333333333336,-0.1988629755641298,4.882271301640165,3.7067640036325686,206.53,14.0
918739,0.5393870350355864,0.3652391775792367,5.0,0.0,0,12,21,17.0,5.0,0,1,0,11.268262348568994,11.127941792551916,12.7,40380,124.4,40.9,19.31952164392791,43.2,18.3,68304,102.5,27.40000000000001,35.4,31.6,-2.3140846773855364,-2.5357856581623404,0.9656059565690144,365.25299999999993,8.802359882005899,-2.2844738820782684,-1.87044916525416,1.0359268370977897,367.50075,8.19146005509642
193938,6.092845793508508,155.348822370186,10.0,2.55,0,9,19,70.0,15.0,1,1,1,1.9220248278407963,7.677252019451327,18.4,78972,154.9,20.599999999999994,20.42300066093853,26.9,42.4,100708,94.9,26.3,31.8,54.6,1.7958495176436535,1.3283684472207715,3.191894287245154,372.23444444444436,15.759259259259258,-0.4012002839059567,0.2024724642319611,1.686003984697088,358.3671428571429,11.45833333333333
1083143,3.045907561664041,153.47910610634227,7.5,0.0,1,10,15,47.0,10.0,0,1,1,0.2704668475477904,3.0031628599519093,30.9,104423,88.0,35.2,30.02232142857143,20.2,60.1,176000,86.0,31.3,21.2,34.5,1.236782554130366,1.4457092486063157,2.628420853785141,171.66,12.166666666666668,-1.0700474434044944,1.0885710824612491,1.7131107825478114,425.8025,11.812500000000002
668786,5.138714193531898,-0.2719481244755951,7.5,2.55,0,11,8,24.0,6.0,0,0,0,6.412476417273228,2.8070294229443284,27.0,60566,92.9,31.8,41.41685710444953,61.4,17.9,57362,95.4,22.40000000000001,31.4,26.6,-1.786021751609609,-1.6603691283474118,1.0303020098382698,277.91772727272723,10.568840579710145,2.914922428442708,1.606589608792529,3.640622372922508,310.56428571428575,14.071428571428573
298652,1.9059175948852007,134.8116540187613,5.0,2.55,1,1,17,7.0,9.0,0,0,1,11.816326004007506,13.719829918968525,19.3,53529,101.8,34.8,23.13529221827575,16.1,18.6,71366,107.5,38.8,37.4,14.6,0.445165420248127,0.3007643553867004,2.5823209325019567,159.32399999999998,12.690476190476188,1.6146529085492511,1.3791410804770643,3.0002726225268566,324.36095238095237,13.319444444444445
1135865,2.4971474053218654,4.866990192591448,7.5,0.0,1,3,19,40.0,5.0,1,0,0,6.216895933847103,5.316874202780512,48.0,112788,113.6,16.0,35.685585133098954,24.0,32.1,104954,110.0,17.400000000000006,30.9,18.9,-0.5122088971123457,-1.8225970239135447,1.3220043505610166,212.23,7.53921568627451,0.9607843585431805,1.447836252830062,2.9336961113234246,222.63,9.75
492995,0.0,0.0,12.5,2.55,1,10,11,71.0,11.0,0,0,0,2.733507011760232,2.733507011760232,38.8,114007,103.9,32.5,15.462068965517242,22.3,38.8,114007,103.9,32.5,35.5,22.3,-0.0047959204955613,0.5147064036189275,1.6619896335779407,167.19333333333338,11.166666666666668,-0.0047959204955613,0.5147064036189275,1.6619896335779407,167.19333333333338,11.166666666666668
1179444,1.828493518862096,91.36944213154548,5.0,2.55,1,11,17,40.0,17.0,0,0,1,3.493850624827746,4.989758795828622,40.1,148616,83.2,12.400000000000004,34.074074074074076,17.2,28.4,132794,133.8,23.3,33.6,13.0,-0.9181001215245492,-0.5500109763013766,1.612734975392896,256.6,12.3,1.1961485189875571,2.1219441092497044,3.2224922624741112,654.738,15.100000000000005
870690,2.8562853852098353,116.98110292154915,5.0,2.55,1,2,11,50.0,13.0,0,1,0,1.6855582223766088,1.867466685334475,42.6,125708,99.1,26.099999999999994,27.99751822553125,33.3,31.6,77578,80.2,54.7,46.6,29.8,3.487122755681166,5.209128351216295,3.7568466672029515,120.7,17.916666666666668,0.4861788777581213,0.7149823765772388,2.5218652792977685,486.49250000000006,9.366666666666667
1300823,2.0197570574908688,4.542926889875266,5.0,2.55,1,12,9,28.0,15.0,0,1,0,2.733507011760232,0.9141164186559159,34.9,94667,132.9,39.9,46.15070729053319,50.0,38.8,114007,103.9,32.5,35.5,22.3,2.7945446981159607,7.107328961307633,3.875154146401044,123.385,18.166666666666668,-0.0047959204955613,0.5147064036189275,1.6619896335779407,167.19333333333338,11.166666666666668
800693,2.143510636993275,-91.89399201312548,7.5,0.72,1,4,9,43.0,14.0,1,1,0,2.8070294229443284,0.9141164186559159,34.9,94667,132.9,39.9,46.15070729053319,50.0,27.0,60566,92.9,31.8,32.0,61.4,2.7945446981159607,7.107328961307633,3.875154146401044,123.385,18.166666666666668,-1.786021751609609,-1.6603691283474118,1.0303020098382698,277.91772727272723,10.568840579710145
523156,4.5470656376593395,-125.88535707570469,10.0,2.55,1,1,2,26.0,18.0,0,0,1,1.8756509501640304,3.148951044768588,20.9,62614,144.0,48.4,29.043183742591022,29.7,49.1,103664,84.5,30.200000000000006,36.2,32.0,0.3118478949058906,2.1178206032580937,2.469638405717872,331.5925000000001,11.429824561403509,2.024968790790904,3.060892839067375,3.0741497621954426,354.05571428571426,12.535714285714285
1419903,2.4341417797881357,-178.90813273673018,5.0,0.0,1,1,18,21.0,6.0,0,0,1,7.107147971245513,8.160092918891756,26.0,116364,109.8,17.799999999999994,22.605790645879733,14.3,36.1,99213,109.5,23.200000000000006,29.7,36.6,-0.8953199533141669,-1.225430488247952,1.5818548745736345,348.2286206896552,11.492907801418443,0.30377380196959103,0.3101096204186768,2.149906777091053,465.3688888888889,12.366666666666665
1415256,5.6500748193903005,-50.465815296130415,5.0,5.72,1,3,9,30.0,7.0,0,0,0,3.4890037700331966,2.94149831504367,42.7,97188,78.6,67.8,13.687436159346273,18.4,31.3,95764,102.7,29.8,32.8,23.7,0.9612157915873883,2.5641070357951747,3.5722246488837968,244.08,16.833333333333336,2.8717431991386326,2.4797567813509325,3.741950011821863,208.77,16.777777777777782
1590051,5.65299567360091,131.5681166480532,5.0,2.55,1,4,15,40.0,8.0,0,0,0,13.135255323971775,7.769959113286473,15.6,39602,55.9,93.8,14.496230294722412,33.2,10.9,30493,67.0,94.9,43.3,36.8,2.7306642730292428,1.1154180189993952,3.5459960893072653,264.87,14.583333333333332,0.7356578271331037,0.1865898043306667,2.9934339414595303,464.02812500000016,12.805555555555555
1500718,2.1057936225852445,-57.4840593409122,10.0,0.0,1,10,18,41.0,10.0,0,0,1,14.820196972917213,16.719609521862463,17.4,55667,99.8,99.3,9.82905982905983,15.9,7.9,39097,80.2,99.1,44.3,29.2,-2.6510706837620956,-2.6534570349721087,1.015594600667556,502.92,7.86,1.1851240290093168,1.4397662473828974,3.2964644413482134,362.8671428571429,14.500000000000002
1406225,1.1829295152860422,-36.685618239665104,5.0,0.72,1,10,19,42.0,20.0,0,0,1,3.3971370627896755,2.533517692875012,48.3,84223,66.3,19.0,13.909279126670432,53.7,44.7,83806,75.9,9.0,34.3,43.2,-1.001143891715962,-0.6904288121566408,1.3134938149313446,278.2307692307693,10.229885057471266,-1.4107817903072004,-2.2967055698745344,1.3053721669903238,337.96199999999993,7.43939393939394
854629,7.693546034144377,96.23518584612191,7.5,0.0,1,1,21,5.0,11.0,0,0,1,2.2474063365515717,9.772861965879908,35.1,69590,89.4,30.3,21.90397692149186,32.3,35.4,128243,107.1,14.599999999999996,33.5,27.2,-1.1536411116435037,-1.1204832465108638,1.5028514378168358,382.6448780487805,10.261363636363637,-0.7007188575579879,0.1802263447428147,1.4527003679120625,275.3755555555556,11.5679012345679
385621,4.358025069449025,-23.925341490547552,12.5,3.11,1,12,11,34.0,13.0,0,0,0,6.216895933847103,2.612935909258161,37.9,98186,79.4,18.3,29.44444444444445,51.1,32.1,104954,110.0,17.400000000000006,30.9,18.9,4.416219271293933,5.451764016701431,3.4891598199992417,259.73333333333335,15.83333333333333,0.9607843585431805,1.447836252830062,2.9336961113234246,222.63,9.75
94501,8.496750890574551,115.59039687109741,17.5,2.55,1,11,15,22.0,8.0,0,0,1,0.5930295341181974,7.904248519044546,32.3,119392,134.2,10.700000000000003,43.104082383229134,15.5,46.7,101679,94.6,36.6,32.5,39.8,0.2019212417929198,-0.0460815841492128,2.076970793787532,282.5300000000001,10.34375,0.0376200635388619,-0.4455859525352778,2.056691930659961,502.02499999999986,10.314814814814817
397024,8.66578688197775,-139.1311497599255,15.0,2.55,0,11,22,33.0,5.0,0,0,0,9.471550369026264,8.440652382663643,5.0,33627,83.7,91.9,19.7729283397228,31.8,21.2,53013,90.6,17.5,36.5,49.3,0.4524191533939171,-0.7902391585693528,2.0481149153764147,336.6228571428572,10.515151515151516,-1.7708939632816951,-1.745760342358654,1.2559004301515426,211.64142857142846,9.400641025641027
1454843,7.9294860742758475,-4.299621722284867,10.0,0.0,1,6,14,41.0,16.0,0,0,0,8.739560080456428,2.612935909258161,37.9,98186,79.4,18.3,29.44444444444445,51.1,4.3,40636,95.8,69.8,31.1,19.9,4.416219271293933,5.451764016701431,3.4891598199992417,259.73333333333335,15.83333333333333,1.2891684130116203,-0.2818453439328898,2.9768740324390346,359.03857142857134,11.633333333333333
326235,2.8409513318628163,133.81340318122193,7.5,2.55,1,11,9,1.0,10.0,0,0,0,12.313291700080367,9.667128003072397,68.3,110357,108.6,27.700000000000006,83.97755610972568,23.8,12.2,22945,54.6,91.5,33.7,54.1,-0.1988629755641298,4.882271301640165,3.7067640036325686,206.53,14.0,0.8941216155392714,-0.3301781569819769,2.5476148911988563,352.41611111111115,11.645833333333336
1335270,2.521659348362612,94.09257848746016,2.5,2.55,1,1,18,39.0,7.0,0,1,0,7.912563588953347,9.392042546624918,15.8,46276,83.5,17.0,26.76947410043495,35.1,9.2,43438,93.0,57.4,31.8,25.9,1.5693009812661685,0.6269099314194208,3.035101774655013,281.8566666666667,14.0,1.072060354418767,-0.3654079622258318,3.018253807450605,294.6642857142856,10.291666666666668
1220033,0.899283479404364,10.420794094520982,2.5,2.55,1,3,17,34.0,8.0,0,0,0,9.819488618239667,9.450919588683831,29.2,112386,101.3,18.900000000000013,11.99847153228888,14.5,17.1,70234,122.3,22.40000000000001,33.8,16.3,1.2226446284863992,2.0000150876295755,3.1578451801616203,298.264,15.3,-2.1975982778158185,-1.8775724510652216,0.7396323660079179,464.6971428571428,9.011627906976743
481217,14.848891806135043,-61.26430224890189,17.5,2.55,1,7,10,70.0,13.0,0,1,0,16.76835365988904,1.9220248278407963,42.4,100708,94.9,26.3,36.33516053249804,54.6,21.7,66831,100.1,41.7,32.7,4.3,-0.4012002839059567,0.2024724642319611,1.686003984697088,358.3671428571429,11.45833333333333,-2.59373009410416,-2.8007353753054165,0.975178871647847,382.62061855670106,8.508875739644969
1450926,7.1481129098849365,-64.6725912969801,5.0,2.55,1,2,7,20.0,14.0,0,1,0,7.949170575436858,0.9141164186559159,34.9,94667,132.9,39.9,46.15070729053319,50.0,42.5,154000,113.3,15.700000000000005,30.8,23.5,2.7945446981159607,7.107328961307633,3.875154146401044,123.385,18.166666666666668,0.3526223362744751,-0.8484136083781512,2.3286426862973846,298.3028571428572,11.08333333333333
1503407,7.2128481503719595,-7.137617717278548,10.0,0.0,0,8,14,55.0,14.0,0,1,0,8.013820517445126,0.9141164186559159,34.9,94667,132.9,39.9,46.15070729053319,50.0,4.3,31888,96.5,96.5,38.7,45.4,2.7945446981159607,7.107328961307633,3.875154146401044,123.385,18.166666666666668,-1.9202825876941263,-2.940192006410247,0.9808840360804274,315.4072727272727,11.379629629629632
870841,1.593253189991953,35.577576624307305,2.5,2.55,1,4,11,44.0,9.0,1,0,1,0.9141164186559159,1.7513223580128938,48.3,121318,126.5,28.5,30.89734029331345,43.1,34.9,94667,132.9,39.9,30.0,50.0,4.345970692031494,5.341512303206195,4.19466086701408,161.82666666666668,17.055555555555557,2.7945446981159607,7.107328961307633,3.875154146401044,123.385,18.166666666666668
