,year,month,day,hour,hour_temp,hour_wind,hour_prec
79,2018,1,3,14,5.0,17.0,0.0
81,2018,1,3,15,4.0,15.0,0.0
82,2018,1,3,16,4.0,11.0,0.0
83,2018,1,3,17,3.0,11.0,0.0
87,2018,1,3,18,2.0,13.0,0.0
89,2018,1,3,19,1.0,15.0,0.0
90,2018,1,3,20,1.0,17.0,0.0
92,2018,1,3,21,0.0,10.0,0.0
93,2018,1,3,22,-1.0,14.0,0.0
94,2018,1,3,23,-2.0,15.0,0.0
96,2018,1,4,0,-3.0,15.0,0.0
97,2018,1,4,1,-4.0,15.0,0.0
98,2018,1,4,2,-4.0,14.0,0.0
100,2018,1,4,3,-5.0,14.0,0.0
101,2018,1,4,4,-5.0,14.0,0.0
102,2018,1,4,5,-6.0,14.0,0.0
103,2018,1,4,6,-6.0,10.0,0.0
105,2018,1,4,7,-4.0,11.0,0.0
107,2018,1,4,8,-5.0,9.0,0.0
109,2018,1,4,9,-3.0,13.0,0.0
110,2018,1,4,10,-4.0,14.0,0.0
111,2018,1,4,11,-4.0,15.0,0.0
112,2018,1,4,12,-4.0,13.0,0.0
113,2018,1,4,13,-2.0,11.0,0.0
114,2018,1,4,14,-3.0,13.0,0.0
116,2018,1,4,15,-3.0,10.0,0.0
117,2018,1,4,16,-4.0,10.0,0.0
118,2018,1,4,17,-4.0,14.0,0.0
119,2018,1,4,18,-4.0,11.0,0.0
120,2018,1,4,19,-4.0,10.0,0.0
121,2018,1,4,20,-4.0,8.0,0.0
123,2018,1,4,21,-4.0,7.0,0.0
124,2018,1,4,22,-4.0,5.0,0.0
125,2018,1,4,23,-4.0,6.0,0.0
127,2018,1,5,0,-4.0,6.0,0.0
128,2018,1,5,1,-5.0,8.0,0.0
129,2018,1,5,2,-5.0,9.0,0.0
131,2018,1,5,3,-5.0,10.0,0.0
132,2018,1,5,4,-6.0,7.0,0.0
133,2018,1,5,5,-6.0,7.0,0.0
134,2018,1,5,6,-7.0,10.0,0.0
135,2018,1,5,7,-7.0,11.0,0.0
136,2018,1,5,8,-7.0,20.0,0.0
138,2018,1,5,9,-6.0,20.0,0.0
139,2018,1,5,10,-6.0,16.0,0.0
140,2018,1,5,11,-5.0,14.0,0.0
141,2018,1,5,12,-5.0,14.0,0.0
142,2018,1,5,13,-5.0,13.0,0.0
143,2018,1,5,14,-6.0,13.0,0.0
145,2018,1,5,15,-6.0,11.0,0.0
146,2018,1,5,16,-6.0,9.0,0.0
147,2018,1,5,17,-5.0,9.0,0.0
148,2018,1,5,18,-5.0,7.0,0.0
149,2018,1,5,19,-5.0,7.0,0.0
150,2018,1,5,20,-5.0,8.0,0.0
152,2018,1,5,21,-6.0,8.0,0.0
153,2018,1,5,22,-6.0,6.0,0.0
154,2018,1,5,23,-6.0,7.0,0.0
156,2018,1,6,0,-6.0,7.0,0.0
157,2018,1,6,1,-6.0,7.0,0.0
158,2018,1,6,2,-6.0,8.0,0.0
160,2018,1,6,3,-7.0,8.0,0.0
161,2018,1,6,4,-8.0,6.0,0.0
162,2018,1,6,5,-8.0,6.0,0.0
163,2018,1,6,6,-8.0,9.0,0.0
164,2018,1,6,7,-7.0,7.0,0.0
165,2018,1,6,8,-6.0,6.0,0.0
167,2018,1,6,9,-4.0,8.0,0.0
168,2018,1,6,10,-4.0,9.0,0.0
169,2018,1,6,11,-4.0,6.0,0.0
170,2018,1,6,12,-3.0,3.0,0.0
171,2018,1,6,13,-4.0,0.0,0.0
172,2018,1,6,14,-3.0,5.0,0.0
174,2018,1,6,15,-5.0,3.0,0.0
175,2018,1,6,16,-5.0,6.0,0.0
176,2018,1,6,17,-3.0,6.0,0.0
177,2018,1,6,18,-2.0,8.0,0.0
178,2018,1,6,19,-1.0,8.0,0.0
179,2018,1,6,20,-2.0,8.0,0.0
181,2018,1,6,21,-4.0,8.0,0.0
182,2018,1,6,22,-5.0,6.0,0.0
183,2018,1,6,23,-4.0,7.0,0.0
185,2018,1,7,0,-3.0,11.0,0.0
186,2018,1,7,1,0.0,11.0,0.0
187,2018,1,7,2,1.0,9.0,0.0
189,2018,1,7,3,2.0,13.0,0.0
190,2018,1,7,4,4.0,15.0,0.0
191,2018,1,7,5,8.0,16.0,0.0
192,2018,1,7,6,6.0,18.0,0.0
193,2018,1,7,7,6.0,16.0,0.0
194,2018,1,7,8,7.0,16.0,0.0
196,2018,1,7,9,9.0,16.0,0.0
197,2018,1,7,10,12.0,16.0,0.0
198,2018,1,7,11,14.0,15.0,0.0
199,2018,1,7,12,15.0,18.0,0.0
201,2018,1,7,13,22.0,14.0,0.0
203,2018,1,7,14,21.0,15.0,0.0
206,2018,1,7,15,22.0,15.0,0.0
208,2018,1,7,16,23.0,15.0,0.0
211,2018,1,7,17,24.0,14.0,0.0
212,2018,1,7,18,23.0,16.0,0.0
213,2018,1,7,19,24.0,14.0,0.0
215,2018,1,7,20,27.0,15.0,0.0
218,2018,1,7,21,29.0,17.0,0.01
221,2018,1,7,22,30.0,13.0,0.02
222,2018,1,7,23,31.0,14.0,0.0
224,2018,1,8,0,32.0,13.0,0.0
225,2018,1,8,1,33.0,14.0,0.0
226,2018,1,8,2,33.0,17.0,0.0
228,2018,1,8,3,33.0,11.0,0.0
229,2018,1,8,4,33.0,17.0,0.0
230,2018,1,8,5,32.0,15.0,0.0
231,2018,1,8,6,32.0,11.0,0.0
234,2018,1,8,7,31.0,8.0,0.0
235,2018,1,8,8,30.0,10.0,0.0
237,2018,1,8,9,30.0,13.0,0.0
239,2018,1,8,10,29.0,16.0,0.0
240,2018,1,8,11,29.0,15.0,0.0
241,2018,1,8,12,29.0,16.0,0.0
242,2018,1,8,13,29.0,14.0,0.0
243,2018,1,8,14,29.0,15.0,0.0
245,2018,1,8,15,29.0,13.0,0.0
246,2018,1,8,16,29.0,13.0,0.0
247,2018,1,8,17,29.0,11.0,0.0
248,2018,1,8,18,29.0,11.0,0.0
249,2018,1,8,19,29.0,15.0,0.0
250,2018,1,8,20,29.0,10.0,0.0
252,2018,1,8,21,28.0,10.0,0.0
253,2018,1,8,22,28.0,7.0,0.0
254,2018,1,8,23,28.0,7.0,0.0
256,2018,1,9,0,27.0,6.0,0.0
257,2018,1,9,1,27.0,5.0,0.0
258,2018,1,9,2,27.0,6.0,0.0
260,2018,1,9,3,27.0,6.0,0.0
261,2018,1,9,4,27.0,7.0,0.0
262,2018,1,9,5,28.0,8.0,0.0
264,2018,1,9,6,28.0,5.0,0.0
267,2018,1,9,7,28.0,7.0,0.0
268,2018,1,9,8,28.0,9.0,0.0
272,2018,1,9,9,28.0,6.0,0.0
273,2018,1,9,10,28.0,5.0,0.0
276,2018,1,9,11,29.0,5.0,0.0
277,2018,1,9,12,29.0,3.0,0.0
279,2018,1,9,13,29.0,7.0,0.0
280,2018,1,9,14,29.0,6.0,0.0
282,2018,1,9,15,29.0,6.0,0.0
283,2018,1,9,16,29.0,7.0,0.0
285,2018,1,9,17,29.0,6.0,0.0
286,2018,1,9,18,29.0,9.0,0.0
287,2018,1,9,19,29.0,10.0,0.0
289,2018,1,9,20,29.0,7.0,0.0
291,2018,1,9,21,28.0,7.0,0.0
292,2018,1,9,22,28.0,7.0,0.0
294,2018,1,9,23,29.0,8.0,0.0
297,2018,1,10,0,31.0,8.0,0.0
298,2018,1,10,1,33.0,9.0,0.0
300,2018,1,10,2,34.0,10.0,0.0
302,2018,1,10,3,35.0,9.0,0.0
303,2018,1,10,4,36.0,11.0,0.0
304,2018,1,10,5,37.0,11.0,0.0
305,2018,1,10,6,38.0,11.0,0.0
306,2018,1,10,7,39.0,13.0,0.0
307,2018,1,10,8,40.0,13.0,0.0
309,2018,1,10,9,41.0,14.0,0.0
310,2018,1,10,10,42.0,16.0,0.0
311,2018,1,10,11,43.0,15.0,0.01
313,2018,1,10,12,44.0,18.0,0.0
316,2018,1,10,13,45.0,16.0,0.0
319,2018,1,10,14,46.0,15.0,0.0
324,2018,1,10,15,47.0,14.0,0.0
326,2018,1,10,16,49.0,21.0,0.0
327,2018,1,10,17,50.0,21.0,0.0
328,2018,1,10,18,51.0,24.0,0.0
329,2018,1,10,19,51.0,18.0,0.0
330,2018,1,10,20,51.0,17.0,0.0
332,2018,1,10,21,51.0,20.0,0.0
333,2018,1,10,22,51.0,24.0,0.0
336,2018,1,10,23,52.0,20.0,0.0
338,2018,1,11,0,53.0,17.0,0.0
340,2018,1,11,1,53.0,22.0,0.0
341,2018,1,11,2,53.0,18.0,0.0
344,2018,1,11,3,53.0,17.0,0.0
346,2018,1,11,4,53.0,18.0,0.0
347,2018,1,11,5,54.0,17.0,0.0
348,2018,1,11,6,54.0,20.0,0.0
349,2018,1,11,7,55.0,17.0,0.0
353,2018,1,11,8,55.0,25.0,0.03
355,2018,1,11,9,56.0,18.0,0.01
356,2018,1,11,10,57.0,20.0,0.0
359,2018,1,11,11,58.0,20.0,0.03
362,2018,1,11,12,56.0,11.0,0.02
364,2018,1,11,13,57.0,13.0,0.01
367,2018,1,11,14,58.0,15.0,0.0
371,2018,1,11,15,56.0,15.0,0.0
374,2018,1,11,16,53.0,11.0,0.03
377,2018,1,11,17,44.0,20.0,0.01
378,2018,1,11,18,36.0,18.0,0.0
379,2018,1,11,19,33.0,15.0,0.0
380,2018,1,11,20,26.0,18.0,0.0
383,2018,1,11,21,21.0,15.0,0.0
384,2018,1,11,22,19.0,16.0,0.0
386,2018,1,11,23,18.0,20.0,0.0
388,2018,1,12,0,17.0,11.0,0.0
389,2018,1,12,1,18.0,20.0,0.0
391,2018,1,12,2,17.0,21.0,0.0
394,2018,1,12,3,18.0,17.0,0.0
395,2018,1,12,4,18.0,17.0,0.0
396,2018,1,12,5,18.0,21.0,0.0
398,2018,1,12,6,18.0,18.0,0.0
399,2018,1,12,7,16.0,18.0,0.0
400,2018,1,12,8,14.0,22.0,0.0
402,2018,1,12,9,14.0,17.0,0.0
403,2018,1,12,10,15.0,29.0,0.0
404,2018,1,12,11,15.0,23.0,0.0
405,2018,1,12,12,14.0,29.0,0.0
406,2018,1,12,13,15.0,21.0,0.0
407,2018,1,12,14,14.0,22.0,0.0
409,2018,1,12,15,14.0,21.0,0.0
410,2018,1,12,16,14.0,21.0,0.0
411,2018,1,12,17,15.0,17.0,0.0
412,2018,1,12,18,12.0,18.0,0.0
413,2018,1,12,19,10.0,20.0,0.0
415,2018,1,12,20,6.0,18.0,0.0
417,2018,1,12,21,5.0,24.0,0.0
418,2018,1,12,22,3.0,20.0,0.0
419,2018,1,12,23,2.0,22.0,0.0
421,2018,1,13,0,2.0,24.0,0.0
422,2018,1,13,1,1.0,20.0,0.0
423,2018,1,13,2,1.0,18.0,0.0
425,2018,1,13,3,1.0,17.0,0.0
427,2018,1,13,4,0.0,14.0,0.0
428,2018,1,13,5,-1.0,10.0,0.0
429,2018,1,13,6,-1.0,16.0,0.0
430,2018,1,13,7,-1.0,14.0,0.0
431,2018,1,13,8,-2.0,13.0,0.0
433,2018,1,13,9,-3.0,11.0,0.0
434,2018,1,13,10,-4.0,11.0,0.0
435,2018,1,13,11,-5.0,8.0,0.0
436,2018,1,13,12,-7.0,9.0,0.0
437,2018,1,13,13,-7.0,7.0,0.0
438,2018,1,13,14,-6.0,8.0,0.0
440,2018,1,13,15,-5.0,7.0,0.0
441,2018,1,13,16,-5.0,5.0,0.0
442,2018,1,13,17,-4.0,6.0,0.0
443,2018,1,13,18,-2.0,8.0,0.0
444,2018,1,13,19,-2.0,7.0,0.0
445,2018,1,13,20,-1.0,6.0,0.0
447,2018,1,13,21,-2.0,7.0,0.0
448,2018,1,13,22,-1.0,3.0,0.0
449,2018,1,13,23,-1.0,5.0,0.0
451,2018,1,14,0,-2.0,5.0,0.0
452,2018,1,14,1,-1.0,3.0,0.0
453,2018,1,14,2,-1.0,3.0,0.0
455,2018,1,14,3,-1.0,3.0,0.0
456,2018,1,14,4,0.0,0.0,0.0
457,2018,1,14,5,0.0,5.0,0.0
458,2018,1,14,6,0.0,0.0,0.0
459,2018,1,14,7,0.0,5.0,0.0
460,2018,1,14,8,1.0,9.0,0.0
462,2018,1,14,9,1.0,11.0,0.0
463,2018,1,14,10,0.0,8.0,0.0
464,2018,1,14,11,-1.0,9.0,0.0
465,2018,1,14,12,0.0,10.0,0.0
466,2018,1,14,13,1.0,11.0,0.0
467,2018,1,14,14,3.0,13.0,0.0
469,2018,1,14,15,5.0,15.0,0.0
470,2018,1,14,16,8.0,14.0,0.0
471,2018,1,14,17,11.0,16.0,0.0
473,2018,1,14,18,13.0,13.0,0.0
476,2018,1,14,19,13.0,13.0,0.0
478,2018,1,14,20,14.0,10.0,0.0
481,2018,1,14,21,15.0,13.0,0.0
483,2018,1,14,22,15.0,16.0,0.01
486,2018,1,14,23,15.0,14.0,0.0
488,2018,1,15,0,14.0,16.0,0.0
491,2018,1,15,1,15.0,11.0,0.0
493,2018,1,15,2,15.0,11.0,0.01
495,2018,1,15,3,16.0,13.0,0.0
496,2018,1,15,4,16.0,11.0,0.0
497,2018,1,15,5,16.0,11.0,0.0
498,2018,1,15,6,16.0,10.0,0.01
501,2018,1,15,7,16.0,10.0,0.0
503,2018,1,15,8,17.0,9.0,0.0
506,2018,1,15,9,18.0,8.0,0.0
509,2018,1,15,10,19.0,8.0,0.0
512,2018,1,15,11,19.0,10.0,0.0
513,2018,1,15,12,16.0,15.0,0.0
515,2018,1,15,13,12.0,15.0,0.0
518,2018,1,15,14,11.0,16.0,0.0
520,2018,1,15,15,10.0,11.0,0.0
522,2018,1,15,16,10.0,13.0,0.0
524,2018,1,15,17,7.0,18.0,0.0
526,2018,1,15,18,6.0,15.0,0.0
528,2018,1,15,19,7.0,15.0,0.0
529,2018,1,15,20,5.0,14.0,0.0
532,2018,1,15,21,5.0,15.0,0.0
535,2018,1,15,22,5.0,11.0,0.0
538,2018,1,15,23,4.0,13.0,0.0
542,2018,1,16,0,3.0,11.0,0.0
544,2018,1,16,1,3.0,11.0,0.0
547,2018,1,16,2,2.0,11.0,0.0
551,2018,1,16,3,2.0,14.0,0.0
553,2018,1,16,4,3.0,11.0,0.0
555,2018,1,16,5,4.0,9.0,0.0
556,2018,1,16,6,6.0,8.0,0.0
559,2018,1,16,7,8.0,7.0,0.0
561,2018,1,16,8,11.0,9.0,0.0
564,2018,1,16,9,13.0,9.0,0.0
565,2018,1,16,10,15.0,10.0,0.0
566,2018,1,16,11,15.0,15.0,0.0
569,2018,1,16,12,17.0,14.0,0.0
570,2018,1,16,13,13.0,13.0,0.0
572,2018,1,16,14,13.0,14.0,0.0
575,2018,1,16,15,12.0,11.0,0.0
576,2018,1,16,16,11.0,9.0,0.0
577,2018,1,16,17,11.0,14.0,0.0
578,2018,1,16,18,10.0,9.0,0.0
579,2018,1,16,19,10.0,8.0,0.0
580,2018,1,16,20,10.0,8.0,0.0
582,2018,1,16,21,10.0,8.0,0.0
583,2018,1,16,22,9.0,10.0,0.0
584,2018,1,16,23,9.0,10.0,0.0
586,2018,1,17,0,8.0,7.0,0.0
587,2018,1,17,1,7.0,8.0,0.0
588,2018,1,17,2,6.0,6.0,0.0
590,2018,1,17,3,5.0,6.0,0.0
591,2018,1,17,4,4.0,5.0,0.0
592,2018,1,17,5,3.0,6.0,0.0
593,2018,1,17,6,2.0,6.0,0.0
594,2018,1,17,7,2.0,8.0,0.0
595,2018,1,17,8,5.0,8.0,0.0
597,2018,1,17,9,6.0,7.0,0.0
598,2018,1,17,10,8.0,10.0,0.0
599,2018,1,17,11,8.0,10.0,0.0
600,2018,1,17,12,8.0,11.0,0.0
601,2018,1,17,13,8.0,15.0,0.0
602,2018,1,17,14,9.0,17.0,0.0
604,2018,1,17,15,9.0,16.0,0.0
605,2018,1,17,16,9.0,13.0,0.0
606,2018,1,17,17,9.0,15.0,0.0
607,2018,1,17,18,10.0,18.0,0.0
608,2018,1,17,19,9.0,18.0,0.0
609,2018,1,17,20,10.0,20.0,0.0
611,2018,1,17,21,10.0,21.0,0.0
612,2018,1,17,22,10.0,22.0,0.0
613,2018,1,17,23,10.0,21.0,0.0
615,2018,1,18,0,10.0,18.0,0.0
616,2018,1,18,1,10.0,16.0,0.0
617,2018,1,18,2,10.0,15.0,0.0
619,2018,1,18,3,10.0,15.0,0.0
620,2018,1,18,4,10.0,15.0,0.0
621,2018,1,18,5,10.0,15.0,0.0
622,2018,1,18,6,10.0,16.0,0.0
623,2018,1,18,7,11.0,17.0,0.0
624,2018,1,18,8,11.0,18.0,0.0
626,2018,1,18,9,13.0,17.0,0.0
627,2018,1,18,10,14.0,20.0,0.0
628,2018,1,18,11,15.0,13.0,0.0
629,2018,1,18,12,16.0,16.0,0.0
630,2018,1,18,13,17.0,17.0,0.0
631,2018,1,18,14,18.0,15.0,0.0
633,2018,1,18,15,20.0,14.0,0.0
634,2018,1,18,16,20.0,18.0,0.0
635,2018,1,18,17,21.0,16.0,0.0
636,2018,1,18,18,21.0,11.0,0.0
637,2018,1,18,19,22.0,15.0,0.0
638,2018,1,18,20,21.0,11.0,0.0
640,2018,1,18,21,21.0,11.0,0.0
641,2018,1,18,22,20.0,14.0,0.0
642,2018,1,18,23,20.0,10.0,0.0
644,2018,1,19,0,20.0,14.0,0.0
645,2018,1,19,1,19.0,10.0,0.0
646,2018,1,19,2,19.0,11.0,0.0
648,2018,1,19,3,20.0,13.0,0.0
649,2018,1,19,4,20.0,13.0,0.0
650,2018,1,19,5,20.0,14.0,0.0
651,2018,1,19,6,19.0,14.0,0.0
652,2018,1,19,7,19.0,13.0,0.0
653,2018,1,19,8,19.0,14.0,0.0
655,2018,1,19,9,20.0,13.0,0.0
656,2018,1,19,10,21.0,18.0,0.0
657,2018,1,19,11,22.0,21.0,0.0
658,2018,1,19,12,23.0,15.0,0.0
659,2018,1,19,13,25.0,15.0,0.0
660,2018,1,19,14,26.0,20.0,0.0
662,2018,1,19,15,27.0,22.0,0.0
663,2018,1,19,16,29.0,16.0,0.0
664,2018,1,19,17,29.0,18.0,0.0
665,2018,1,19,18,29.0,18.0,0.0
666,2018,1,19,19,29.0,21.0,0.0
667,2018,1,19,20,29.0,20.0,0.0
669,2018,1,19,21,29.0,16.0,0.0
670,2018,1,19,22,29.0,16.0,0.0
671,2018,1,19,23,29.0,18.0,0.0
673,2018,1,20,0,28.0,15.0,0.0
674,2018,1,20,1,28.0,13.0,0.0
675,2018,1,20,2,28.0,10.0,0.0
677,2018,1,20,3,28.0,9.0,0.0
678,2018,1,20,4,28.0,9.0,0.0
679,2018,1,20,5,28.0,8.0,0.0
680,2018,1,20,6,27.0,8.0,0.0
681,2018,1,20,7,28.0,8.0,0.0
682,2018,1,20,8,29.0,9.0,0.0
684,2018,1,20,9,30.0,10.0,0.0
685,2018,1,20,10,31.0,9.0,0.0
686,2018,1,20,11,32.0,13.0,0.0
687,2018,1,20,12,32.0,11.0,0.0
688,2018,1,20,13,33.0,13.0,0.0
689,2018,1,20,14,33.0,10.0,0.0
691,2018,1,20,15,35.0,8.0,0.0
692,2018,1,20,16,36.0,6.0,0.0
693,2018,1,20,17,37.0,8.0,0.0
694,2018,1,20,18,37.0,11.0,0.0
695,2018,1,20,19,37.0,8.0,0.0
696,2018,1,20,20,37.0,6.0,0.0
698,2018,1,20,21,37.0,6.0,0.0
699,2018,1,20,22,37.0,5.0,0.0
700,2018,1,20,23,37.0,6.0,0.0
702,2018,1,21,0,37.0,7.0,0.0
704,2018,1,21,1,36.0,6.0,0.0
705,2018,1,21,2,38.0,5.0,0.0
707,2018,1,21,3,38.0,7.0,0.0
708,2018,1,21,4,38.0,5.0,0.0
710,2018,1,21,5,38.0,5.0,0.0
713,2018,1,21,6,38.0,7.0,0.0
716,2018,1,21,7,39.0,8.0,0.0
718,2018,1,21,8,41.0,5.0,0.0
722,2018,1,21,9,41.0,3.0,0.0
724,2018,1,21,10,42.0,0.0,0.0
728,2018,1,21,11,42.0,5.0,0.0
730,2018,1,21,12,43.0,5.0,0.0
733,2018,1,21,13,45.0,0.0,0.0
734,2018,1,21,14,45.0,3.0,0.0
737,2018,1,21,15,42.0,6.0,0.0
738,2018,1,21,16,42.0,5.0,0.0
740,2018,1,21,17,42.0,5.0,0.0
743,2018,1,21,18,43.0,5.0,0.0
747,2018,1,21,19,43.0,6.0,0.0
751,2018,1,21,20,43.0,0.0,0.01
754,2018,1,21,21,47.0,8.0,0.0
757,2018,1,21,22,48.0,10.0,0.0
758,2018,1,21,23,48.0,7.0,0.0
761,2018,1,22,0,48.0,3.0,0.0
762,2018,1,22,1,46.0,6.0,0.01
765,2018,1,22,2,47.0,7.0,0.0
767,2018,1,22,3,47.0,8.0,0.01
768,2018,1,22,4,48.0,3.0,0.21
771,2018,1,22,5,47.0,5.0,0.16
774,2018,1,22,6,48.0,8.0,0.18
776,2018,1,22,7,50.0,13.0,0.03
777,2018,1,22,8,50.0,22.0,0.01
779,2018,1,22,9,51.0,17.0,0.0
780,2018,1,22,10,49.0,18.0,0.0
782,2018,1,22,11,50.0,16.0,0.0
784,2018,1,22,12,51.0,17.0,0.0
786,2018,1,22,13,50.0,18.0,0.0
788,2018,1,22,14,50.0,16.0,0.0
791,2018,1,22,15,48.0,17.0,0.0
792,2018,1,22,16,47.0,10.0,0.0
793,2018,1,22,17,47.0,10.0,0.0
796,2018,1,22,18,47.0,15.0,0.01
799,2018,1,22,19,38.0,23.0,0.01
800,2018,1,22,20,34.0,14.0,0.0
802,2018,1,22,21,34.0,10.0,0.0
803,2018,1,22,22,33.0,10.0,0.0
804,2018,1,22,23,32.0,8.0,0.0
806,2018,1,23,0,31.0,5.0,0.0
807,2018,1,23,1,30.0,5.0,0.0
809,2018,1,23,2,32.0,10.0,0.0
811,2018,1,23,3,33.0,11.0,0.01
814,2018,1,23,4,33.0,9.0,0.02
815,2018,1,23,5,32.0,9.0,0.02
818,2018,1,23,6,30.0,16.0,0.01
821,2018,1,23,7,28.0,16.0,0.0
823,2018,1,23,8,28.0,15.0,0.0
825,2018,1,23,9,28.0,14.0,0.0
826,2018,1,23,10,27.0,11.0,0.0
827,2018,1,23,11,27.0,11.0,0.0
828,2018,1,23,12,24.0,16.0,0.0
829,2018,1,23,13,24.0,13.0,0.0
830,2018,1,23,14,24.0,9.0,0.0
832,2018,1,23,15,24.0,15.0,0.0
833,2018,1,23,16,25.0,10.0,0.0
834,2018,1,23,17,24.0,14.0,0.0
835,2018,1,23,18,23.0,14.0,0.0
836,2018,1,23,19,23.0,10.0,0.0
837,2018,1,23,20,22.0,8.0,0.0
839,2018,1,23,21,23.0,6.0,0.0
840,2018,1,23,22,22.0,7.0,0.0
841,2018,1,23,23,23.0,8.0,0.0
843,2018,1,24,0,23.0,8.0,0.0
844,2018,1,24,1,23.0,6.0,0.0
845,2018,1,24,2,22.0,7.0,0.0
847,2018,1,24,3,23.0,8.0,0.0
848,2018,1,24,4,23.0,6.0,0.0
850,2018,1,24,5,22.0,6.0,0.0
851,2018,1,24,6,22.0,0.0,0.0
852,2018,1,24,7,22.0,5.0,0.0
854,2018,1,24,8,23.0,6.0,0.0
856,2018,1,24,9,24.0,3.0,0.0
857,2018,1,24,10,24.0,6.0,0.0
859,2018,1,24,11,24.0,10.0,0.0
860,2018,1,24,12,24.0,10.0,0.0
862,2018,1,24,13,23.0,10.0,0.0
863,2018,1,24,14,22.0,5.0,0.0
865,2018,1,24,15,22.0,6.0,0.0
866,2018,1,24,16,21.0,7.0,0.0
867,2018,1,24,17,23.0,7.0,0.0
868,2018,1,24,18,21.0,6.0,0.0
869,2018,1,24,19,21.0,7.0,0.0
870,2018,1,24,20,21.0,7.0,0.0
872,2018,1,24,21,20.0,3.0,0.0
873,2018,1,24,22,21.0,7.0,0.0
875,2018,1,24,23,21.0,6.0,0.0
877,2018,1,25,0,21.0,6.0,0.0
878,2018,1,25,1,21.0,6.0,0.0
879,2018,1,25,2,22.0,7.0,0.0
881,2018,1,25,3,22.0,8.0,0.0
882,2018,1,25,4,22.0,6.0,0.0
883,2018,1,25,5,23.0,6.0,0.0
884,2018,1,25,6,23.0,9.0,0.0
885,2018,1,25,7,24.0,9.0,0.0
886,2018,1,25,8,25.0,9.0,0.0
888,2018,1,25,9,26.0,9.0,0.0
889,2018,1,25,10,28.0,15.0,0.0
890,2018,1,25,11,29.0,14.0,0.0
891,2018,1,25,12,30.0,17.0,0.0
892,2018,1,25,13,31.0,14.0,0.0
893,2018,1,25,14,33.0,13.0,0.0
895,2018,1,25,15,33.0,10.0,0.0
896,2018,1,25,16,33.0,7.0,0.0
897,2018,1,25,17,34.0,8.0,0.0
898,2018,1,25,18,34.0,7.0,0.0
899,2018,1,25,19,34.0,7.0,0.0
900,2018,1,25,20,33.0,8.0,0.0
902,2018,1,25,21,32.0,7.0,0.0
903,2018,1,25,22,32.0,7.0,0.0
904,2018,1,25,23,32.0,7.0,0.0
906,2018,1,26,0,32.0,9.0,0.0
907,2018,1,26,1,32.0,10.0,0.0
908,2018,1,26,2,32.0,11.0,0.0
910,2018,1,26,3,32.0,15.0,0.0
911,2018,1,26,4,32.0,11.0,0.0
912,2018,1,26,5,32.0,10.0,0.0
913,2018,1,26,6,31.0,13.0,0.0
914,2018,1,26,7,32.0,14.0,0.0
915,2018,1,26,8,31.0,18.0,0.0
917,2018,1,26,9,32.0,13.0,0.0
918,2018,1,26,10,32.0,16.0,0.0
919,2018,1,26,11,31.0,23.0,0.0
920,2018,1,26,12,32.0,21.0,0.0
921,2018,1,26,13,32.0,24.0,0.0
922,2018,1,26,14,34.0,22.0,0.0
924,2018,1,26,15,33.0,24.0,0.0
925,2018,1,26,16,34.0,21.0,0.0
926,2018,1,26,17,31.0,20.0,0.0
927,2018,1,26,18,30.0,21.0,0.0
928,2018,1,26,19,31.0,21.0,0.0
929,2018,1,26,20,31.0,20.0,0.0
931,2018,1,26,21,31.0,22.0,0.0
932,2018,1,26,22,31.0,24.0,0.0
933,2018,1,26,23,32.0,23.0,0.0
935,2018,1,27,0,34.0,20.0,0.0
936,2018,1,27,1,36.0,17.0,0.0
937,2018,1,27,2,38.0,21.0,0.0
939,2018,1,27,3,39.0,16.0,0.0
940,2018,1,27,4,39.0,16.0,0.0
941,2018,1,27,5,39.0,14.0,0.0
942,2018,1,27,6,34.0,15.0,0.0
943,2018,1,27,7,33.0,9.0,0.0
944,2018,1,27,8,33.0,11.0,0.0
946,2018,1,27,9,31.0,16.0,0.0
947,2018,1,27,10,30.0,13.0,0.0
948,2018,1,27,11,26.0,15.0,0.0
949,2018,1,27,12,25.0,11.0,0.0
950,2018,1,27,13,21.0,13.0,0.0
951,2018,1,27,14,21.0,11.0,0.0
953,2018,1,27,15,23.0,15.0,0.0
954,2018,1,27,16,25.0,9.0,0.0
955,2018,1,27,17,27.0,8.0,0.0
956,2018,1,27,18,28.0,7.0,0.0
957,2018,1,27,19,28.0,6.0,0.0
958,2018,1,27,20,28.0,7.0,0.0
960,2018,1,27,21,27.0,6.0,0.0
961,2018,1,27,22,27.0,7.0,0.0
962,2018,1,27,23,27.0,8.0,0.0
964,2018,1,28,0,27.0,6.0,0.0
965,2018,1,28,1,26.0,0.0,0.0
966,2018,1,28,2,27.0,3.0,0.0
968,2018,1,28,3,25.0,0.0,0.0
969,2018,1,28,4,26.0,3.0,0.0
970,2018,1,28,5,26.0,3.0,0.0
971,2018,1,28,6,26.0,7.0,0.0
972,2018,1,28,7,30.0,6.0,0.0
973,2018,1,28,8,31.0,6.0,0.0
975,2018,1,28,9,32.0,9.0,0.0
976,2018,1,28,10,31.0,6.0,0.0
977,2018,1,28,11,31.0,11.0,0.0
978,2018,1,28,12,30.0,8.0,0.0
980,2018,1,28,13,30.0,11.0,0.0
981,2018,1,28,14,28.0,14.0,0.0
983,2018,1,28,15,27.0,15.0,0.0
984,2018,1,28,16,27.0,13.0,0.0
